	source	interaction	target
12907	FCGR3A	1	LCK
12908	FGR	1	SNCA
12909	LYN	1	SNCA
12910	RHEB	-1	BRAF
12911	FER	1	CTTN
12912	SERPINE1	-1	KLK2
12913	KLK2	-1	SERPINE1
12914	CASP3	1	RAD51
12915	RAD51	1	CASP3
12916	CDK1	1	ABL1
12917	MAP3K5	1	TNNT2
12918	MAPK1	1	TP53
12919	E4F1	1	TP53
12920	CASP9	1	VIM
12921	WEE1	1	BRSK2
12922	EP300	1	AR
12923	KAT2B	1	AR
12924	KAT2B	1	CIITA
12925	TASP1	1	GTF2A1
12926	PRMT1	-1	STAT1
12927	LCK	1	STAT1
12928	RPS6KA1	1	SRF
12929	GZMB	1	CASP3
12930	CASP3	1	GZMB
12931	PRKCQ	1	CHUK
12932	CASP3	1	PTBP1
12933	RET	1	MAPK8
12934	UBE2I	1	HDAC1
12935	SSH1	-1	CFL2
12936	TGFBR1	1	SMAD1
12937	CASP8	1	TRAF1
12938	GZMB	-1	DFFA
12939	CASP1	1	BID
12940	DMPK	1	PPP1R12A
12941	CASP6	1	SATB1
12942	AKT1	1	EIF4EBP1
12943	RORC	-1	EIF4EBP1
12944	PRMT1	-1	NRIP1
12945	SUMO1	1	CTBP1
12946	RPS6KA3	1	H3-4
12947	PRKCQ	1	IKBKB
12948	CASP3	1	PIP5K1A
12949	NAA10	1	HIF1A
12950	CDK5	1	DAB1
12951	MAP2K1	1	RPS6KA4
12952	ANAPC1	1	PTTG1
12953	PLCB1	1	PRKCD
12954	PRKCZ	1	PEBP1
12955	EDN1	1	ECE1
12956	ECE1	1	EDN1
12957	MMP9	1	CXCL5
12958	PDK1	1	RPS6KB1
12959	PBK	1	CCNB1
12960	MAPK1	-1	KSR1
12961	KSR1	1	MAPK1
12962	AKT1	1	MST1
12963	AKT1	1	THRA
12964	ATM	1	CDS1
12965	CAMK2B	1	MYLK
12966	CAMK2A	-1	ADCY3
12967	CAMK2B	1	CREB1
12968	CAMK2D	1	CREB1
12969	CAMK2G	1	CREB1
12970	CDK1	1	ANAPC4
12971	CDK1	1	BAD
12972	CDK1	1	RXRA
12973	CDK1	1	ZYX
12974	CDK2	-1	ANAPC1
12975	CDK2	1	AXIN1
12976	CDK2	-1	CDC27
12977	CDK2	-1	E2F1
12978	CDK2	1	E2F5
12979	CDK2	1	H1-5
12980	CDK2	1	LMNB1
12981	CDK2	-1	MDM2
12982	CDK2	-1	SMAD4
12983	CDK5	-1	STXBP1
12984	CDK5	1	TH
12985	CSK	-1	HCK
12986	CSNK1A1	1	SAT1
12987	CSNK1D	1	YWHAQ
12988	CSNK1E	1	OCLN
12989	CSNK1E	1	TP53
12990	CSNK1E	1	YWHAQ
12991	CSNK1E	1	YWHAZ
12992	CSNK1G1	1	TP53
12993	CSNK1G1	1	YWHAQ
12994	CSNK1G2	1	TP53
12995	CSNK1G2	1	YWHAQ
12996	CSNK1G3	1	TP53
12997	CSNK1G3	1	YWHAQ
12998	CSNK2A2	1	CDH1
12999	CSNK2A2	1	OCLN
13000	CSNK2A2	1	RELA
13001	CSNK2A2	1	TP53
13002	CSNK2A2	1	ZRANB2
13003	EGFR	-1	BCAR1
13004	EIF2AK2	-1	EIF2A
13005	FGFR2	1	PLCG1
13006	FGFR3	1	PLCG1
13007	FGFR4	1	PLCG1
13008	FYN	1	EPHB2
13009	FYN	1	KIT
13010	FYN	1	LCK
13011	FYN	1	PLD2
13012	FYN	1	PRKCD
13013	GSK3B	-1	AURKA
13014	GSK3B	1	CTTN
13015	GSK3B	1	NEUROD1
13016	GSK3B	-1	NFATC3
13017	GSK3B	1	OTUD7B
13018	RPS6KB1	-1	GSK3B
13019	GSK3B	1	SMARCC2
13020	GSK3B	1	SNRNP70
13021	GSK3B	1	UBE2A
13022	GSK3B	1	ZHX1
13023	GSK3B	1	ZYX
13024	IGF1R	1	CTTN
13025	JAK2	-1	IGF1R
13026	IGF1R	1	PRKCA
13027	IGF1R	1	PTK2
13028	ILK	1	AKT2
13029	ILK	1	AKT3
13030	INSR	1	PRKCI
13031	INSR	1	VAV2
13032	LCK	1	ABL1
13033	LCK	1	CD79B
13034	LCK	-1	EPHA3
13035	LCK	-1	JAK1
13036	LCK	-1	JAK3
13037	JAK3	-1	LCK
13038	LCK	1	KIT
13039	LCK	1	TYROBP
13040	LYN	1	KIT
13041	KIT	1	LYN
13042	LYN	1	PDGFRB
13043	MAP3K1	1	MAP2K3
13044	MAP3K7	-1	SMAD3
13045	MAP3K8	1	MAPK1
13046	MAPK1	1	E2F1
13047	MAPK1	1	GATA4
13048	MAPK1	1	RARA
13049	MAPK10	1	MEF2A
13050	MAPK10	-1	NFATC2
13051	MAPK10	1	NR3C1
13052	MAPK12	1	MEF2A
13053	MAPK12	1	MEF2C
13054	MAPK12	1	MEF2D
13055	MAPK13	1	MAPT
13056	MAPK14	1	ETS1
13057	MAPK14	1	ETS2
13058	MAPK14	1	MYC
13059	MAPK14	1	RARA
13060	MAPK14	1	RELA
13061	MAPK14	1	TH
13062	MAPK3	1	ZFP36
13063	MAPK8	1	ESR1
13064	MAPK8	1	MAP3K11
13065	MAPK8	1	NPM1
13066	MAPK8	1	PAX2
13067	MAPK8	1	SF3B1
13068	MAPK8	1	SMAD4
13069	MAPK8	1	SNRNP70
13070	MAPK9	1	FOS
13071	MAPK9	1	NR3C1
13072	NTRK2	1	PLCG1
13073	PAK3	1	CTTN
13074	CDK16	1	NSF
13075	PDGFRA	1	RASA1
13076	PDGFRA	1	SHC1
13077	PDGFRB	1	PIK3R1
13078	PDK1	1	AKT2
13079	PDK1	1	AKT3
13080	PDK1	1	PRKCZ
13081	PDK1	1	RPS6KA1
13082	PDK1	1	SGK3
13083	PDK1	1	TSSK3
13084	PHKG1	1	PYGB
13085	PHKG2	1	PYGB
13086	PLK1	1	ANAPC4
13087	PLK1	1	ANAPC7
13088	PLK1	-1	MYT1
13089	PRKAA1	-1	MTOR
13090	PRKACA	1	ATF2
13091	PRKACA	1	CSF2RB
13092	PRKACA	1	NFATC4
13093	PRKACA	1	YWHAH
13094	PRKACB	1	LIPE
13095	PRKACB	1	RAP1A
13096	PRKACB	1	STMN1
13097	PRKCA	1	ATF2
13098	PRKCA	1	EIF4B
13099	PRKCA	-1	ERBB2
13100	PRKCA	1	IKBKB
13101	PRKCA	1	PPP1R1A
13102	PRKCA	1	RAB4A
13103	PRKCA	1	S1PR1
13104	PRKCA	1	YWHAB
13105	PRKCA	1	YWHAH
13106	PRKCB	1	BRAF
13107	PRKCB	-1	EGFR
13108	PRKCB	-1	ERBB2
13109	PRKCB	-1	KIT
13110	PRKCB	1	PPP1R14A
13111	PRKCZ	-1	AKT1
13112	PRKCZ	-1	MET
13113	PRKDC	1	MDM2
13114	PRKG1	1	PPP1R12A
13115	PTPRA	1	INSR
13116	ROCK1	1	MYL2
13117	ROCK2	1	EZR
13118	ROCK2	1	LIMK2
13119	ROCK2	1	RDX
13120	RPS6KA2	1	EEF2K
13121	RPS6KA2	-1	TSC2
13122	RPS6KA3	1	FOS
13123	PEA15	-1	RPS6KA3
13124	RPS6KA3	1	SRF
13125	RPS6KB2	1	RPS6
13126	SRC	1	JAK2
13127	MET	1	SRC
13128	SRC	-1	MET
13129	SRC	1	RET
13130	SRC	1	SNCA
13131	TYK2	1	STAT5B
13132	WNK1	-1	WNK4
13133	KAT8	1	TP53
13134	EP300	1	RB1
13135	EP300	1	GATA3
13136	MAP3K2	1	MAP2K7
13137	PDPK1	1	IKBKB
13138	ITK	1	LAT
13139	NPHS1	1	FYN
13140	FYN	-1	NPHS1
13141	MAPK14	1	MITF
13142	PLK1	1	ROCK2
13143	PLK4	1	HAND1
13144	SIK1	1	TP53
13145	MAPKAPK5	1	HSPB1
13146	PRKCB	1	RB1
13147	PRKCE	1	VIM
13148	CDK6	-1	BCL2
13149	BRSK2	-1	MAPT
13150	BRSK1	-1	MAPT
13151	MAPK3	1	RARG
13152	MAPK1	1	ETS1
13153	MAPK3	1	GATA1
13154	PRKD1	1	CREB1
13155	CAMK1G	1	CREB1
13156	SYK	1	PLCG2
13157	TGFBR2	1	ENG
13158	EPHA4	1	PLCG1
13159	AURKA	-1	NFKBIA
13160	MAPK14	1	ELK4
13161	MAPK9	1	SHC1
13162	MAPK10	1	SHC1
13163	ROCK2	-1	NOS3
13164	MAPK11	-1	CDC25B
13165	MAPK12	1	CDC25C
13166	ERBB2	1	CTNNB1
13167	MAPK1	1	STAT1
13168	STAT1	1	MAPK1
13169	MAPK11	1	STAT1
13170	INSR	1	STAT5A
13171	JAK2	1	TEC
13172	STK11	1	ETV4
13173	SYK	1	PRKD1
13174	PRKD1	1	SYK
13175	ATR	1	BRCA2
13176	DYRK1A	1	CASP9
13177	TNK2	1	BCAR1
13178	RPS6KA3	1	RPS6
13179	EGFR	1	PPP2CA
13180	EPHA4	1	CDK5
13181	PAK3	1	MAP2K1
13182	YES1	1	PTK2
13183	PDGFRB	1	PRKCD
13184	MAPK10	1	MCL1
13185	PRKCZ	-1	MAPK7
13186	GRB10	1	AKT1
13187	PRKCZ	1	NFATC2
13188	PDGFRB	1	GAB1
13189	PRKCE	1	PRKD1
13190	PRKCZ	1	PRKD1
13191	STK4	1	STK38
13192	MAPK3	1	MYLK
13193	MAP2K7	1	MAPK14
13194	PLK1	1	SGO1
13195	MAPK13	1	MAPKAPK5
13196	MAPK12	1	MAPKAPK5
13197	MAPKAPK5	1	MAPK12
13198	MAPK1	1	ESR2
13199	PAK4	1	BAD
13200	RPS6KB1	-1	BAD
13201	PRKCB	1	CARD11
13202	PRKCD	1	NLRC4
13203	IKBKE	-1	CYLD
13204	FYN	1	ARHGAP35
13205	HCK	1	GAB2
13206	MAPK8	-1	IRS2
13207	PAK4	1	TP53
13208	MAPK3	1	CREB1
13209	MAPK1	1	CREB1
13210	VRK1	1	CREB1
13211	SYK	1	NFKBIA
13212	MAPK3	1	GATA4
13213	GRK5	1	CXCR4
13214	SLK	-1	RHOA
13215	AKT1	1	SKP2
13216	RAN	1	AR
13217	CTNNB1	1	PIK3R1
13218	BRCA1	-1	ESR1
13219	STAT3	-1	AR
13220	GADD45A	1	PCNA
13221	RNF14	-1	AR
13222	JUN	1	ATF3
13223	ATF3	1	JUN
13224	RAB5A	1	EEA1
13225	ARL2	-1	TBCD
13226	ARF6	1	PIP5K1C
13227	RALA	1	EXOC2
13228	KDR	1	FLT1
13229	CREBBP	1	KLF5
13230	MYC	1	HSP90AA1
13231	RRAS	1	ARAF
13232	AHR	1	ESR1
13233	SMARCA4	1	NR3C1
13234	HDAC1	1	CTBP1
13235	IRF3	1	CREBBP
13236	EP300	1	CCND1
13237	PDK2	1	PDK1
13238	AFDN	1	CTNNA1
13239	NF2	-1	HGS
13240	CDC7	1	MCM3
13241	IRS2	1	PIK3R1
13242	WASF2	1	ACTR3
13243	CD9	1	IGSF8
13244	SOCS3	-1	INSR
13245	IL4R	1	SHC1
13246	TIMP2	-1	MMP2
13247	F2	1	FGA
13248	CDC27	1	CDC16
13249	CDC16	1	CDC27
13250	HSP90AA1	-1	TP53
13251	LIG3	1	XRCC1
13252	RANBP2	1	KPNB1
13253	JAK2	1	PTK2
13254	PTPN6	-1	LCP2
13255	CALM1	1	CAMK2G
13256	GSN	1	ACTA1
13257	EIF5	1	EIF3G
13258	BCL2L1	-1	CYCS
13259	IKZF2	1	IKZF1
13260	ARNT	1	AHR
13261	BCL2L10	-1	BAX
13262	RB1	-1	MYC
13263	EIF5	-1	EIF2S2
13264	TIMP3	-1	MMP2
13265	IGF2	-1	IGFBP1
13266	NRIP1	1	NR3C1
13267	RB1	1	ATF2
13268	ATF2	1	RB1
13269	TP53	1	S100A4
13270	S100A4	1	TP53
13271	RRAS2	1	RAF1
13272	TAF1	1	GTF2F1
13273	ARRB2	-1	MAPK3
13274	STAM2	1	JAK1
13275	JAK1	1	STAM2
13276	CKS1B	1	SKP2
13277	MCM3AP	1	MCM3
13278	CDC42	1	MAP3K4
13279	MAP3K4	-1	CDC42
13280	HSPA5	-1	CASP7
13281	TGFBR1	1	CD44
13282	IGFBP3	-1	IGF1
13283	MYC	1	SP1
13284	SP1	1	MYC
13285	SNCA	1	MAPK1
13286	WAS	1	ARPC3
13287	TP53	1	PTGS2
13288	RAF1	1	YWHAG
13289	YWHAG	-1	RAF1
13290	ALK	1	JAK3
13291	CCND1	-1	STAT3
13292	STAT3	1	CCND1
13293	CSF2RB	1	SHC1
13294	SYT1	1	STX1A
13295	RANBP2	1	RAN
13296	HSF1	-1	HSPA4
13297	TSG101	-1	VPS28
13298	ARHGDIA	1	RHOA
13299	MAP3K14	1	IKBKG
13300	RCC1	1	RAN
13301	CD3E	1	PIK3R1
13302	PLN	-1	ATP2A1
13303	RAC1	1	MCF2L
13304	SNCB	-1	SNCA
13305	PPP2R2A	-1	RPS6KB1
13306	UBE3A	1	TSC2
13307	SLC4A1	-1	CA2
13308	PIAS4	-1	AR
13309	AIP	1	AHR
13310	EIF2AK2	1	ILF3
13311	SOCS1	-1	MPL
13312	FLNA	-1	TRAF2
13313	PCNA	1	POLL
13314	NUP153	1	KPNB1
13315	JAK1	1	GRB2
13316	RET	1	CRK
13317	SH2D1A	1	FYN
13318	THBS1	1	PLG
13319	SRC	1	PECAM1
13320	PECAM1	1	SRC
13321	MED1	-1	TP53
13322	PDGFRA	1	GRB2
13323	NR3C1	-1	CREB1
13324	NUP98	1	KPNB1
13325	NR3C1	-1	NFKB1
13326	RDX	-1	ARHGDIA
13327	EGFR	1	SOS1
13328	RALA	1	PLD1
13329	DBF4B	1	CDC7
13330	PRKCD	1	INSR
13331	CLK1	1	SRSF1
13332	NR3C1	-1	RELA
13333	RELA	-1	NR3C1
13334	TERF2	-1	TERF2IP
13335	GSN	1	FN1
13336	SKP2	-1	CCNE1
13337	C9	-1	CD59
13338	CD59	-1	C9
13339	BTRC	-1	NFKB2
13340	CDC25A	1	CCNB1
13341	IFI16	1	TP53
13342	RAN	1	KPNB1
13343	RIN1	1	RAB5A
13344	IRS4	1	GRB2
13345	FGA	1	PLAT
13346	HRAS	1	RALGDS
13347	SOCS1	-1	IL2RB
13348	RAG1	-1	RAG2
13349	RAG2	1	RAG1
13350	TADA3	1	ESR1
13351	ATF4	-1	CREBBP
13352	PML	1	JUN
13353	NLRP1	1	CASP9
13354	BCL2	-1	CASP8
13355	A2M	-1	KLK3
13356	MBP	-1	PLP1
13357	POLA2	1	POLA1
13358	RELA	-1	MYC
13359	JUN	1	ETS1
13360	MAPK8IP1	1	AKT1
13361	BRAF	1	YWHAB
13362	YWHAB	-1	BRAF
13363	CTTN	1	ACTR3
13364	TSG101	-1	MDM2
13365	RB1	-1	MDM2
13366	MDM2	1	RB1
13367	LYN	1	PIK3CG
13368	HRAS	1	PIK3R1
13369	CTNNB1	1	TCF7L1
13370	SERPINF2	-1	PLG
13371	SERPINA5	-1	PROC
13372	IL6ST	-1	PTPN11
13373	PTPN11	-1	GHR
13374	PROS1	-1	F5
13375	AP2B1	1	ARRB2
13376	SPRY2	-1	GRB2
13377	TRAF5	-1	CD40
13378	PKN1	1	CDR2
13379	GRK6	1	ADRB2
13380	SRPK1	1	SNRNP70
13381	PDIA3	1	STAT3
13382	CDKN1A	-1	STAT3
13383	SLC9A3R1	1	EZR
13384	ARHGDIA	-1	RAC1
13385	SOCS3	-1	EPOR
13386	NCOR1	-1	ESR1
13387	ESR1	1	JUN
13388	JUN	1	ESR1
13389	WT1	-1	TP53
13390	CDKN1A	-1	CCND1
13391	FBLN1	-1	FN1
13392	HNF4A	1	FOXO1
13393	RANGAP1	1	RAN
13394	NR3C1	-1	TP53
13395	TP53	-1	NR3C1
13396	NCF2	-1	RAC1
13397	RAC1	1	NCF2
13398	IGBP1	1	PPP2CA
13399	CDC25A	1	CCNA1
13400	PCNA	1	CDK2
13401	BNIP3L	-1	BCL2
13402	C5	1	C6
13403	FKBP1A	-1	TGFB1
13404	PSEN1	-1	TRAF6
13405	XIAP	-1	COMMD1
13406	KALRN	1	RAC1
13407	CYLD	1	RIPK1
13408	IRAK2	1	TRAF6
13409	CTNND1	-1	ZBTB33
13410	KAT5	1	FOXP3
13411	RAD9A	-1	BCL2
13412	RANBP1	1	RAN
13413	SMURF1	1	RHOA
13414	FBXO7	1	BIRC2
13415	CBLL1	1	CDH1
13416	TARDBP	-1	HDAC6
13417	MTBP	1	MDM2
13418	BTG2	1	PRMT1
13419	BRCA1	1	NPM1
13420	SUV39H1	1	MECOM
13421	HSP90AA1	-1	HIF1A
13422	KAT2B	1	KLF13
13423	CTBP1	-1	TCF7L2
13424	HDAC3	-1	MYC
13425	RANBP2	1	HDAC4
13426	AR	1	NCOR1
13427	ITCH	1	HGS
13428	HDAC1	-1	KLF1
13429	HDAC3	-1	RUNX2
13430	NCOR1	-1	PPARA
13431	ESRRA	-1	PPARGC1A
13432	PPARGC1A	1	ESRRA
13433	CREBBP	1	SREBF1
13434	UBE2I	1	MYB
13435	NCOR2	-1	ESR1
13436	TRIM28	1	E2F1
13437	TXNL4A	1	PQBP1
13438	EP300	1	NR4A1
13439	TP53	1	KAT2B
13440	KAT2B	1	TP53
13441	FANCI	1	FANCD2
13442	CFL1	1	ACTA1
13443	FANCE	1	FANCD2
13444	UBE3A	-1	TP53
13445	TAF1	1	MDM2
13446	FANCE	1	FANCC
13447	RPL11	-1	MDM2
13448	SMAD4	1	NKX2-5
13449	CBL	-1	NTRK1
13450	TRAF3IP2	1	TRAF6
13451	TRAF6	1	IRF7
13452	GNAS	1	GNG2
13453	AKT1	-1	IKBKG
13454	RB1	1	SP1
13455	ERCC2	1	GTF2H2
13456	PHB2	-1	ESR1
13457	CSTF3	1	CPSF1
13458	HSPA4	-1	APAF1
13459	YY1	1	TP53
13460	KAT5	1	APP
13461	AMFR	1	VCP
13462	UBE2D3	-1	NFKBIA
13463	EPHA2	1	CBL
13464	UHRF2	-1	PCNP
13465	EGLN1	1	EPAS1
13466	RNF41	-1	ERBB3
13467	NHLRC1	-1	EPM2A
13468	FBXO5	-1	CDC27
13469	SYVN1	1	GPR37
13470	SOCS1	-1	IRS1
13471	CBL	-1	KDR
13472	WWP1	-1	TP63
13473	SOCS2	-1	GHR
13474	EIF2AK2	1	CHUK
13475	ERCC8	1	ERCC6
13476	E2F1	1	SKP2
13477	SKP2	1	E2F1
13478	GTF2H3	1	GTF2H2
13479	SOCS3	-1	PTPN11
13480	CREB1	1	TP53
13481	SOCS1	-1	INSR
13482	HIC1	1	SIRT1
13483	PSMC3	-1	SNCA
13484	SNCA	-1	PSMC3
13485	STX1A	-1	SNAP25
13486	SPRY1	-1	CBL
13487	CD244	1	SH2D1A
13488	NPM1	-1	TP53
13489	YWHAQ	-1	BAD
13490	KSR1	1	MAP2K1
13491	BCCIP	1	CDKN1A
13492	PRKCB	1	RASGRP3
13493	RHOA	1	PKN1
13494	PARD3	1	PATJ
13495	EIF2B1	1	EIF2B2
13496	EP300	1	YY1
13497	PARK7	-1	SNCA
13498	XPO5	1	RAN
13499	CREBBP	1	AR
13500	CASP3	1	MDM2
13501	NMI	-1	MYC
13502	RAF1	1	RB1
13503	ERCC5	1	GTF2H1
13504	UBE3A	-1	RAD23A
13505	HSPE1	-1	HSPD1
13506	SP3	1	SP1
13507	SRC	1	KHDRBS1
13508	ITCH	1	CXCR4
13509	RNF4	1	PML
13510	TICAM1	1	TRAF3
13511	BIRC7	-1	CASP3
13512	CHEK1	-1	DDB1
13513	DDB1	-1	CHEK1
13514	SOCS1	-1	CSF2RB
13515	NR1H2	1	ABCA1
13516	EP300	1	IRF1
13517	TP53	-1	BCL2L1
13518	BCL2L1	-1	TP53
13519	NRP1	1	KDR
13520	KDR	1	NRP1
13521	DLG1	1	NET1
13522	UBE2E1	-1	ATXN1
13523	EXOC4	1	EXOC5
13524	GTF2H1	1	POLR2A
13525	NCOA1	1	PPARA
13526	GTF2F1	1	CTDP1
13527	ANAPC11	1	UBE2C
13528	MDM2	-1	AR
13529	SKP2	-1	EP300
13530	PRKN	-1	MFN2
13531	STAT3	1	DNMT1
13532	MAP3K7	1	PRKAA1
13533	PIK3CA	1	AKT1
13534	S100A10	-1	PLA2G4A
13535	SYK	1	CBLB
13536	CBLB	-1	SYK
13537	IQSEC1	1	ARF6
13538	CDKN1B	-1	RHOA
13539	RHOA	-1	CDKN1B
13540	NEDD4	-1	ERBB3
13541	DLG4	1	ERBB4
13542	E2F1	1	PURA
13543	HSP90AB1	1	FANCA
13544	DAXX	-1	AR
13545	SQSTM1	1	TRAF6
13546	EGFR	1	TNK2
13547	PIAS1	1	TP53
13548	RAB3IP	1	RAB8A
13549	MDM2	1	HIF1A
13550	NUMBL	-1	TRAF6
13551	UBE3A	1	UBE2D1
13552	HIF1A	1	EPO
13553	PPP2CA	-1	PRKCZ
13554	HSPB1	-1	DAXX
13555	VEGFA	1	HIF1A
13556	HIF1A	1	VEGFA
13557	EGFR	1	PIK3CA
13558	TXNIP	1	NLRP3
13559	STAT3	1	TWIST1
13560	XIAP	1	RIPK2
13561	IRS4	1	PIK3R1
13562	HIF1AN	-1	APBA3
13563	HIF1A	1	CA9
13564	MYC	-1	NDRG1
13565	KIT	1	SH2B3
13566	HSP90AA1	1	AHR
13567	FLT1	1	PIK3R1
13568	TRAF2	1	CASP8
13569	RELA	1	SOCS3
13570	XPA	1	XPC
13571	TPPP	1	SNCA
13572	CASP3	1	MAPT
13573	SQSTM1	1	RIPK1
13574	HRAS	1	AFDN
13575	NR4A1	-1	TP53
13576	TP53	1	RCHY1
13577	RCHY1	-1	TP53
13578	HRAS	1	SNRPE
13579	TGFBR2	1	CBL
13580	GRIN2B	1	GRIN1
13581	NTRK1	1	KIDINS220
13582	VLDLR	1	DAB1
13583	APP	1	NOTCH1
13584	NOTCH1	1	APP
13585	FZR1	-1	CCNB1
13586	MAPK8	-1	WWOX
13587	NTF3	1	BDNF
13588	BDNF	1	NTF3
13589	ITGB1	1	EGFR
13590	HSP90AA1	1	FANCA
13591	MDM2	1	E2F1
13592	ARRB1	1	GNB1
13593	TBL1X	-1	CTNNB1
13594	CREBBP	1	VDR
13595	APOE	1	APP
13596	CCNA2	1	SKP2
13597	SKP2	-1	CCNA2
13598	FBXW5	-1	MAP3K7
13599	MAPK1	1	TNIP1
13600	ROCK1	1	CDC25A
13601	MAP2K1	1	MAPK14
13602	RIPK1	1	MAP3K14
13603	LYN	1	DOK1
13604	MMP7	1	ITGB4
13605	MAP3K2	1	NFKBIA
13606	SMAD7	1	MAP3K7
13607	MAP3K7	1	HIPK2
13608	GAB1	-1	MAP3K3
13609	MAP3K3	1	NFKBIA
13610	TGFBR2	-1	STRAP
13611	SMAD7	1	TGFBR2
13612	TGFBR2	1	SMAD7
13613	TNIP2	-1	RELA
13614	TNIP2	-1	NFKB1
13615	TNFRSF11A	1	TRAF2
13616	CDC27	1	CDC23
13617	CDC23	1	CDC27
13618	CDC27	1	ANAPC1
13619	ANAPC1	1	CDC27
13620	CDC27	1	ANAPC2
13621	ANAPC2	1	CDC27
13622	CDC27	1	ANAPC4
13623	ANAPC4	1	CDC27
13624	CDC27	1	ANAPC5
13625	ANAPC5	1	CDC27
13626	TNFAIP3	-1	TRAF2
13627	TRAF2	1	TAB1
13628	TRAF2	1	NR2C2
13629	TRAF6	1	NR2C2
13630	TNFRSF1A	1	NSMAF
13631	TBK1	1	AZI2
13632	TNFRSF1B	1	BIRC2
13633	TGIF1	-1	SMAD2
13634	TGFB1I1	1	AR
13635	TFDP1	-1	RBL1
13636	SMAD4	1	TFDP1
13637	RELA	-1	AR
13638	PPP1R13L	-1	RELA
13639	TAB1	1	NR2C2
13640	CFLAR	-1	NFKB1
13641	HIPK2	1	NLK
13642	NLK	-1	CTNNB1
13643	MYC	-1	CEBPA
13644	CEBPA	-1	MYC
13645	NSD1	1	AR
13646	UNC5CL	-1	NFKB1
13647	PRKCD	1	ITGA6
13648	PRKCD	1	ITGB4
13649	KIT	1	DOK1
13650	HCK	1	KIT
13651	KIT	1	PIK3CG
13652	KIT	1	STAT5A
13653	KIT	1	SPRED2
13654	KIT	1	STAT5B
13655	KIT	1	SOCS1
13656	YES1	1	KIT
13657	PRKCG	1	DVL2
13658	LEF1	1	CDX1
13659	PRKCA	1	DVL2
13660	PRKCB	1	DVL2
13661	LRP1	1	FZD1
13662	BRCA1	1	AR
13663	SMAD4	1	ATF2
13664	DVL3	-1	CTNNB1
13665	SHC1	1	DOK1
13666	SMAD4	1	E2F4
13667	EGFR	1	EPS8
13668	RIPK1	-1	EGFR
13669	HAT1	1	H3-4
13670	HSP90AA1	1	RIPK1
13671	HDAC1	-1	SMAD2
13672	STK36	1	GLI1
13673	SAP18	-1	GLI1
13674	SIN3A	-1	GLI1
13675	CDC23	1	FZR1
13676	FZR1	1	CDC23
13677	ANAPC1	1	FZR1
13678	FZR1	1	ANAPC1
13679	FZR1	1	ANAPC10
13680	ANAPC10	1	FZR1
13681	ANAPC2	1	FZR1
13682	FZR1	1	ANAPC2
13683	ANAPC4	1	FZR1
13684	FZR1	1	ANAPC4
13685	ANAPC5	1	FZR1
13686	FZR1	1	ANAPC5
13687	STAT1	1	FADD
13688	GAB1	1	PIK3CB
13689	GAB1	1	PIK3CG
13690	GAB1	1	PIK3R3
13691	FYN	1	DOK1
13692	RBX1	1	BTRC
13693	AKT1	1	APPL1
13694	SMAD4	1	E2F5
13695	CASP8	1	MAP3K14
13696	CRKL	1	PIK3R2
13697	CRKL	1	PIK3R1
13698	CUL1	-1	NFKBIA
13699	SMAD4	1	CTCF
13700	PIK3R1	1	CRK
13701	CRK	1	PIK3R1
13702	PIN1	1	CTNNB1
13703	CSNK2B	1	RELA
13704	CDC16	1	CDC23
13705	CDC23	1	CDC16
13706	CDC16	1	ANAPC1
13707	ANAPC1	1	CDC16
13708	CDC16	1	ANAPC10
13709	ANAPC10	1	CDC16
13710	CDC16	1	ANAPC2
13711	ANAPC2	1	CDC16
13712	CDC16	1	ANAPC4
13713	ANAPC4	1	CDC16
13714	CDC16	1	ANAPC5
13715	ANAPC5	1	CDC16
13716	SKP1	1	NFKBIA
13717	ANAPC1	1	CDC23
13718	CDC23	1	ANAPC1
13719	CDC23	1	ANAPC10
13720	ANAPC10	1	CDC23
13721	CDC23	1	ANAPC2
13722	ANAPC2	1	CDC23
13723	CDC23	1	ANAPC4
13724	ANAPC4	1	CDC23
13725	CDC23	1	ANAPC5
13726	ANAPC5	1	CDC23
13727	PEBP1	-1	CHUK
13728	CHUK	1	H3-4
13729	RBL1	1	CCNE1
13730	SMAD4	1	RBL1
13731	ANAPC1	1	ANAPC10
13732	ANAPC10	1	ANAPC1
13733	ANAPC1	1	ANAPC2
13734	ANAPC2	1	ANAPC1
13735	ANAPC1	1	ANAPC4
13736	ANAPC4	1	ANAPC1
13737	ANAPC1	1	ANAPC5
13738	ANAPC5	1	ANAPC1
13739	ANAPC2	1	ANAPC10
13740	ANAPC10	1	ANAPC2
13741	ANAPC4	1	ANAPC10
13742	ANAPC10	1	ANAPC4
13743	ANAPC5	1	ANAPC10
13744	ANAPC10	1	ANAPC5
13745	TNK2	1	MCF2
13746	ANAPC4	1	ANAPC2
13747	ANAPC2	1	ANAPC4
13748	ANAPC5	1	ANAPC2
13749	ANAPC2	1	ANAPC5
13750	PTEN	-1	AR
13751	SMAD4	1	AR
13752	SVIL	1	AR
13753	AR	1	UBE2I
13754	UBE2I	1	AR
13755	PAK6	1	AR
13756	ANAPC5	1	ANAPC4
13757	ANAPC4	1	ANAPC5
13758	PPP2CA	-1	APC
13759	SMAD2	-1	STRAP
13760	STRAP	-1	SMAD2
13761	STAT3	1	STAT1
13762	SKP1	1	TCF3
13763	CITED1	1	SMAD4
13764	SRC	1	CHUK
