	source	interaction	target
3688	CXCL12	1	ACKR3
3689	CXCL11	1	ACKR3
3690	CCL19	1	ACKR4
3691	CCL21	1	ACKR4
3692	CCL25	1	ACKR4
3693	INHBA	1	ACVR2A
3694	INHBA	1	ACVR1B
3695	INHBA	1	ACVR1C
3696	INHBB	1	ACVR2A
3697	INHBB	1	ACVR1B
3698	INHBB	1	ACVR2B
3699	INHBB	1	ACVR1C
3700	INHA	1	ACVR2A
3701	INHA	1	ACVR1B
3702	INHA	1	ACVR2B
3703	ADM	1	CALCRL
3704	ADM	1	RAMP2
3705	ADM2	1	CALCRL
3706	ADM2	1	RAMP2
3707	CALCA	1	CALCRL
3708	CALCA	1	RAMP2
3709	CALCB	1	CALCRL
3710	CALCB	1	RAMP2
3711	ADM	1	RAMP3
3712	ADM2	1	RAMP3
3713	CALCA	1	RAMP3
3714	CALCB	1	RAMP3
3715	ADM	1	CALCR
3716	ADM	1	RAMP1
3717	ADM2	1	CALCR
3718	ADM2	1	RAMP1
3719	CALCA	1	CALCR
3720	CALCA	1	RAMP1
3721	IAPP	1	CALCR
3722	IAPP	1	RAMP1
3723	CALCB	1	CALCR
3724	CALCB	1	RAMP1
3725	IAPP	1	RAMP2
3726	IAPP	1	RAMP3
3727	AMH	1	BMPR1B
3728	AMH	1	ACVR1
3729	APLN	1	APLNR
3730	APELA	1	APLNR
3731	AGT	1	AGTR1
3732	AGT	1	AGTR2
3733	PROS1	1	AXL
3734	TNFSF13B	1	TNFRSF13C
3735	NMB	1	NMBR
3736	GRP	1	GRPR
3737	NMB	1	GRPR
3738	TNFSF13	1	TNFRSF17
3739	TNFSF13B	1	TNFRSF17
3740	BMP10	1	BMPR1B
3741	BMP10	1	ACVR2A
3742	BMP10	1	BMPR1A
3743	BMP10	1	ACVRL1
3744	BMP10	1	ACVR1
3745	BMP10	1	ACVR2B
3746	BMP10	1	BMPR2
3747	BMP2	1	BMPR1B
3748	BMP2	1	ACVR2A
3749	BMP2	1	BMPR1A
3750	BMP2	1	ACVR1
3751	BMP4	1	BMPR1B
3752	BMP4	1	ACVR2A
3753	BMP4	1	BMPR1A
3754	BMP4	1	ACVR1
3755	BMP4	1	ACVR2B
3756	BMP5	1	BMPR1B
3757	BMP5	1	ACVR2A
3758	BMP5	1	BMPR1A
3759	BMP5	1	ACVR1
3760	BMP5	1	ACVR2B
3761	BMP5	1	BMPR2
3762	BMP6	1	BMPR1B
3763	BMP6	1	ACVR2A
3764	BMP6	1	BMPR1A
3765	BMP6	1	ACVR1
3766	BMP7	1	BMPR1B
3767	BMP7	1	ACVR2A
3768	BMP7	1	BMPR1A
3769	BMP7	1	ACVR1
3770	BMP8A	1	BMPR1B
3771	BMP8A	1	ACVR2A
3772	BMP8A	1	BMPR1A
3773	BMP8A	1	ACVR2B
3774	BMP8A	1	BMPR2
3775	BMP8B	1	BMPR1B
3776	BMP8B	1	ACVR2A
3777	BMP8B	1	ACVR2B
3778	BMP8B	1	BMPR2
3779	GDF2	1	BMPR1B
3780	GDF2	1	ACVR2A
3781	GDF2	1	ACVRL1
3782	GDF2	1	ACVR1
3783	GDF2	1	ACVR2B
3784	GDF2	1	BMPR2
3785	KNG1	1	BDKRB1
3786	KNG1	1	BDKRB2
3787	C3	1	C3AR1
3788	C5	1	C5AR1
3789	RPS19	1	C5AR1
3790	C5	1	C5AR2
3791	CCK	1	CCKAR
3792	GAST	1	CCKBR
3793	CCK	1	CCKBR
3794	CCL13	1	CCR1
3795	CCL8	1	CCR1
3796	CCL14	1	CCR1
3797	CCL15	1	CCR1
3798	CCL23	1	CCR1
3799	CCL3	1	CCR1
3800	CCL5	1	CCR1
3801	CCL7	1	CCR1
3802	CCL4	1	CCR1
3803	CCL27	1	CCR10
3804	CCL28	1	CCR10
3805	CCL13	1	CCR2
3806	CCL16	1	CCR2
3807	CCL2	1	CCR2
3808	CCL7	1	CCR2
3809	CCL8	1	CCR2
3810	CCL11	1	CCR2
3811	CCL24	1	CCR2
3812	CCL26	1	CCR2
3813	CCL11	1	CCR3
3814	CCL13	1	CCR3
3815	CCL15	1	CCR3
3816	CCL2	1	CCR3
3817	CCL24	1	CCR3
3818	CCL26	1	CCR3
3819	CCL28	1	CCR3
3820	CCL5	1	CCR3
3821	CCL7	1	CCR3
3822	CCL8	1	CCR3
3823	CXCL10	1	CCR3
3824	CXCL11	1	CCR3
3825	CXCL9	1	CCR3
3826	CCL17	1	CCR4
3827	CCL22	1	CCR4
3828	CCL11	1	CCR5
3829	CCL13	1	CCR5
3830	CCL14	1	CCR5
3831	CCL16	1	CCR5
3832	CCL2	1	CCR5
3833	CCL3	1	CCR5
3834	CCL7	1	CCR5
3835	DEFB4B	1	CCR6
3836	CCL20	1	CCR6
3837	CCL19	1	CCR7
3838	CCL21	1	CCR7
3839	CCL1	1	CCR8
3840	CCL25	1	CCR9
3841	CCL19	1	CCRL2
3842	TNFSF8	1	TNFRSF8
3843	RARRES2	1	CMKLR1
3844	RARRES2	1	CMKLR2
3845	CNTF	1	IL6ST
3846	CNTF	1	LIFR
3847	CLCF1	1	IL6ST
3848	CLCF1	1	CNTFR
3849	CLCF1	1	LIFR
3850	CRLF1	1	IL6ST
3851	CRLF1	1	CNTFR
3852	CRH	1	CRHR1
3853	UCN	1	CRHR1
3854	UCN2	1	CRHR1
3855	CRH	1	CRHR2
3856	UCN	1	CRHR2
3857	UCN2	1	CRHR2
3858	UCN3	1	CRHR2
3859	YARS1	1	CXCR1
3860	CXCL6	1	CXCR1
3861	CXCL8	1	CXCR1
3862	CXCL1	1	CXCR2
3863	CXCL2	1	CXCR2
3864	CXCR2	-1	CXCL2
3865	CXCL3	1	CXCR2
3866	CXCL5	1	CXCR2
3867	CXCL6	1	CXCR2
3868	PPBP	1	CXCR2
3869	CXCL8	1	CXCR2
3870	CCL13	1	CXCR3
3871	CCL19	1	CXCR3
3872	CCL20	1	CXCR3
3873	CCL5	1	CXCR3
3874	CXCL12	1	CXCR3
3875	CCL11	1	CXCR3
3876	CCL7	1	CXCR3
3877	CXCL12	1	CXCR4
3878	CXCL13	1	CXCR5
3879	CX3CL1	1	CX3CR1
3880	TNFSF15	1	TNFRSF25
3881	POMC	1	OPRD1
3882	PDYN	1	OPRD1
3883	PENK	1	OPRD1
3884	EDA	1	EDAR
3885	EDA	1	EDA2R
3886	EPGN	1	EGFR
3887	EREG	1	EGFR
3888	EREG	1	ERBB4
3889	EDN1	1	EDNRA
3890	EDN2	1	EDNRA
3891	EDN3	1	EDNRB
3892	FGF19	1	FGFR4
3893	VEGFA	1	FLT1
3894	VEGFC	1	FLT4
3895	VEGFD	1	FLT4
3896	PDGFC	1	FLT4
3897	ANXA1	1	FPR2
3898	MT-RNR2	1	FPR2
3899	CAMP	1	FPR2
3900	SAA1	1	FPR2
3901	ANXA1	1	FPR3
3902	HEBP1	1	FPR3
3903	MT-RNR2	1	FPR3
3904	CGA	1	FSHR
3905	FSHB	1	FSHR
3906	WNT3A	1	FZD6
3907	WNT4	1	FZD6
3908	WNT5A	1	FZD6
3909	GAL	1	GALR1
3910	SPX	1	GALR2
3911	GAL	1	GALR2
3912	SPX	1	GALR3
3913	GAL	1	GALR3
3914	GDF15	1	GFRAL
3915	GHRL	1	GHSR
3916	GHRH	1	GHRHR
3917	GIP	1	GIPR
3918	GCG	1	GLP1R
3919	GCG	1	GLP2R
3920	GCG	1	GCGR
3921	TNFSF18	1	TNFRSF18
3922	GNRH2	1	GNRHR
3923	CSF3	1	CSF2RB
3924	CSF2	1	CSF2RB
3925	GDF1	1	BMPR1B
3926	GDF1	1	ACVR2A
3927	GDF1	1	BMPR1A
3928	GDF1	1	ACVR1B
3929	GDF1	1	ACVR2B
3930	GDF1	1	BMPR2
3931	GDF10	1	BMPR1B
3932	GDF10	1	ACVR1B
3933	GDF10	1	ACVR2B
3934	GDF10	1	BMPR2
3935	GDF3	1	BMPR1B
3936	GDF7	1	BMPR1B
3937	GDF7	1	ACVR2A
3938	GDF7	1	BMPR1A
3939	GDF7	1	BMPR2
3940	GDF9	1	BMPR1B
3941	GDF9	1	ACVR2A
3942	GDF9	1	BMPR1A
3943	GDF9	1	TGFBR1
3944	GDF9	1	BMPR2
3945	GH2	1	GHR
3946	NPPA	1	NPR1
3947	NPPB	1	NPR1
3948	NPPC	1	NPR2
3949	GUCA2A	1	GUCY2C
3950	GUCA2B	1	GUCY2C
3951	GUCA1A	1	GUCY2D
3952	GUCA1B	1	GUCY2D
3953	GUCA1A	1	GUCY2F
3954	GUCA1B	1	GUCY2F
3955	TNFRSF14	1	BTLA
3956	TNFSF14	1	TNFRSF14
3957	LTA	1	TNFRSF14
3958	CCL16	1	HRH4
3959	PSAP	1	GPR37
3960	PSAP	1	GPR37L1
3961	CCL5	1	GPR75
3962	RSPO1	1	LGR4
3963	RSPO2	1	LGR4
3964	RSPO3	1	LGR4
3965	RSPO4	1	LGR4
3966	RSPO1	1	LGR5
3967	RSPO2	1	LGR5
3968	RSPO3	1	LGR5
3969	RSPO4	1	LGR5
3970	RSPO3	1	LGR6
3971	RSPO1	1	LGR6
3972	RSPO2	1	LGR6
3973	RSPO4	1	LGR6
3974	PENK	1	MRGPRX1
3975	ADM	1	MRGPRX2
3976	IFNA10	1	IFNAR1
3977	IFNA10	1	IFNAR2
3978	IFNA14	1	IFNAR1
3979	IFNA14	1	IFNAR2
3980	IFNA16	1	IFNAR1
3981	IFNA16	1	IFNAR2
3982	IFNA17	1	IFNAR1
3983	IFNA17	1	IFNAR2
3984	IFNA2	1	IFNAR1
3985	IFNA2	1	IFNAR2
3986	IFNA21	1	IFNAR1
3987	IFNA21	1	IFNAR2
3988	IFNA4	1	IFNAR1
3989	IFNA4	1	IFNAR2
3990	IFNA5	1	IFNAR1
3991	IFNA5	1	IFNAR2
3992	IFNA6	1	IFNAR1
3993	IFNA6	1	IFNAR2
3994	IFNA7	1	IFNAR1
3995	IFNA7	1	IFNAR2
3996	IFNA8	1	IFNAR1
3997	IFNA8	1	IFNAR2
3998	IFNW1	1	IFNAR1
3999	IFNW1	1	IFNAR2
4000	IL11	1	IL6ST
4001	IL12A	1	IL12RB2
4002	IL12B	1	IL12RB1
4003	IL12B	1	IL12RB2
4004	IL15	1	IL2RG
4005	IL15	1	IL2RB
4006	IL17C	1	IL17RE
4007	IL17C	1	IL17RA
4008	IL17A	1	IL17RC
4009	IL17A	1	IL17RA
4010	IL17RA	-1	IL17A
4011	IL17F	1	IL17RC
4012	IL17F	1	IL17RA
4013	IL18	1	IL18R1
4014	IL18	1	IL18RAP
4015	IL37	1	IL18R1
4016	IL1A	1	IL1RAP
4017	IL1B	1	IL1RAP
4018	IL1RAP	-1	IL1B
4019	IL1RN	-1	IL1RAP
4020	IL1RN	-1	IL1R1
4021	IL21	1	IL2RG
4022	IL22	1	IL22RA1
4023	IL12B	1	IL23R
4024	IL17B	1	IL17RA
4025	IL17B	1	IL17RB
4026	IL25	1	IL17RA
4027	IL25	1	IL17RB
4028	IL27	1	IL6ST
4029	EBI3	1	IL6ST
4030	EBI3	1	IL27RA
4031	IL2RA	-1	IL2
4032	IL2	1	IL2RA
4033	IL2RB	-1	IL2
4034	IL2	1	IL2RB
4035	IL1RN	-1	IL2RG
4036	IL33	1	IL1RAP
4037	IL33	1	IL1RL1
4038	IL1RL1	-1	IL33
4039	IL36A	1	IL1RAP
4040	IL36A	1	IL1RL2
4041	IL36B	1	IL1RAP
4042	IL36B	1	IL1RL2
4043	IL36G	1	IL1RAP
4044	IL36G	1	IL1RL2
4045	IL36RN	-1	IL1RAP
4046	IL36RN	-1	IL1RL2
4047	IL3	1	CSF2RB
4048	IL4	1	IL2RG
4049	IL13	1	IL4R
4050	IL4	1	IL13RA1
4051	IL5	1	CSF2RB
4052	IL7	1	IL2RG
4053	IL9	1	IL2RG
4054	PDYN	1	OPRK1
4055	POMC	1	OPRK1
4056	VEGFA	1	KDR
4057	VEGFC	1	KDR
4058	PDGFC	1	KDR
4059	KISS1	1	KISS1R
4060	LIF	1	IL6ST
4061	OSM	1	IL6ST
4062	OSM	1	LIFR
4063	CGA	1	LHCGR
4064	CGB8	1	LHCGR
4065	LHB	1	LHCGR
4066	PMCH	1	MCHR1
4067	PMCH	1	MCHR2
4068	POMC	1	MC1R
4069	POMC	1	MC3R
4070	AGRP	1	MC3R
4071	POMC	1	MC4R
4072	AGRP	1	MC4R
4073	POMC	1	MC5R
4074	AGRP	-1	MC5R
4075	MLN	1	MLNR
4076	PDYN	1	OPRM1
4077	PENK	1	OPRM1
4078	CALM1	1	MYLK
4079	CALM2	1	MYLK
4080	CALM3	1	MYLK
4081	CALM1	1	MYLK2
4082	CALM2	1	MYLK2
4083	CALM3	1	MYLK2
4084	OSTN	-1	NPR3
4085	BDNF	1	NGFR
4086	NGFR	-1	NTF3
4087	NTF3	1	NGFR
4088	NGFR	-1	NTF4
4089	NTF4	1	NGFR
4090	NGF	1	NGFR
4091	NGFR	1	NGF
4092	TAC1	1	TACR1
4093	TAC3	1	TACR1
4094	TAC1	1	TACR2
4095	TAC3	1	TACR2
4096	TAC1	1	TACR3
4097	TAC3	1	TACR3
4098	NMS	1	NMUR1
4099	NMU	1	NMUR1
4100	NMS	1	NMUR2
4101	NMU	1	NMUR2
4102	PNOC	1	OPRL1
4103	NPB	1	NPBWR1
4104	NPW	1	NPBWR1
4105	NPB	1	NPBWR2
4106	NPW	1	NPBWR2
4107	NPFF	1	NPFFR1
4108	NPVF	1	NPFFR1
4109	NPFF	1	NPFFR2
4110	NPS	1	NPSR1
4111	NTS	1	NTSR1
4112	NTS	1	NTSR2
4113	OXT	1	OXTR
4114	AVP	1	OXTR
4115	TNFSF4	1	TNFRSF4
4116	HCRT	1	HCRTR1
4117	HCRT	1	HCRTR2
4118	ADCYAP1	1	ADCYAP1R1
4119	ADCYAP1R1	1	ADCYAP1
4120	VIP	1	ADCYAP1R1
4121	CALM1	1	PDE1A
4122	CALM2	1	PDE1A
4123	CALM3	1	PDE1A
4124	CALM1	1	PDE1B
4125	CALM2	1	PDE1B
4126	CALM3	1	PDE1B
4127	CALM1	1	PDE1C
4128	CALM2	1	PDE1C
4129	CALM3	1	PDE1C
4130	PROK1	1	PROKR1
4131	PROK2	1	PROKR1
4132	PROK1	1	PROKR2
4133	PROK2	1	PROKR2
4134	ARF1	1	PLD2
4135	CD274	1	PDCD1
4136	CSH1	1	PRLR
4137	CSH2	1	PRLR
4138	CSHL1	1	PRLR
4139	PRLH	1	PRLHR
4140	PTHLH	1	PRLHR
4141	NPY	-1	PRLHR
4142	SELP	1	SELPLG
4143	SELPLG	1	SELP
4144	PTHLH	1	PTH1R
4145	PTH2	1	PTH1R
4146	PTHLH	1	PTH2R
4147	QRFP	1	QRFPR
4148	TNFSF11	1	TNFRSF11A
4149	RLN2	1	RXFP1
4150	RLN1	1	RXFP1
4151	RLN3	1	RXFP1
4152	INSL3	1	RXFP2
4153	RLN2	1	RXFP2
4154	RLN1	1	RXFP2
4155	RLN3	1	RXFP2
4156	RLN3	1	RXFP3
4157	INSL5	-1	RXFP3
4158	INSL5	1	RXFP4
4159	RLN3	1	RXFP4
4160	SCT	1	SCTR
4161	VIP	1	SCTR
4162	CORT	1	SSTR1
4163	SST	1	SSTR1
4164	CORT	1	SSTR2
4165	SST	1	SSTR2
4166	CORT	1	SSTR3
4167	SST	1	SSTR3
4168	CORT	1	SSTR4
4169	SST	1	SSTR4
4170	CORT	1	SSTR5
4171	SST	1	SSTR5
4172	TNFRSF13B	-1	TNFSF13B
4173	TNFSF13B	1	TNFRSF13B
4174	TSLP	1	IL7R
4175	TGFBR1	-1	TGFB2
4176	TGFB2	1	TGFBR1
4177	TGFB2	1	TGFBR3
4178	TGFB3	1	TGFBR1
4179	TGFBR1	-1	TGFB3
4180	TGFB3	1	TGFBR3
4181	CGA	1	TSHR
4182	TSHB	1	TSHR
4183	LTA	1	TNFRSF1B
4184	TNFSF12	1	TNFRSF12A
4185	GAS6	1	TYRO3
4186	PROS1	1	TYRO3
4187	UTS2	1	UTS2R
4188	UTS2B	1	UTS2R
4189	GHRH	1	VIPR1
4190	ADCYAP1	1	VIPR1
4191	VIP	1	VIPR1
4192	ADCYAP1	1	VIPR2
4193	VIP	1	VIPR2
4194	OXT	1	AVPR1A
4195	AVP	1	AVPR1A
4196	OXT	1	AVPR1B
4197	AVP	1	AVPR1B
4198	OXT	1	AVPR2
4199	AVP	1	AVPR2
4200	XCL1	1	XCR1
4201	XCL2	1	XCR1
4202	NPY	1	NPY1R
4203	PYY	1	NPY1R
4204	NPY	1	NPY2R
4205	PYY	1	NPY2R
4206	NPY	1	NPY4R
4207	PPY	1	NPY4R
4208	PYY	1	NPY4R
4209	NPY	1	NPY5R
4210	PPY	1	NPY5R
4211	CAMK2A	-1	SYN1
4212	CAMK2A	1	MAP2
4213	CAMK2A	1	GRIA1
4214	PDPK1	1	RPS6KB1
4215	CALM3	1	CAMK2A
4216	CALM1	1	CAMK2A
4217	CALM2	1	CAMK2A
4218	NTRK1	1	CRK
4219	CASP9	1	CASP6
4220	VRK1	1	ATF2
4221	GRM1	1	GNAQ
4222	SYNGAP1	1	DLG4
4223	CALM3	1	IQGAP1
4224	CALM1	1	IQGAP1
4225	CALM2	1	IQGAP1
4226	IQGAP1	-1	NRAS
4227	ITGB1	1	ILK
4228	TCF7	1	LEF1
4229	LEF1	1	MITF
4230	GSK3A	1	MITF
4231	SH2B2	1	VAV2
4232	LCK	1	VAV2
4233	LCK	1	SOS1
4234	IRS1	1	PIK3CA
4235	PIK3CA	1	IRS1
4236	PRKACA	1	BAD
4237	YWHAH	-1	BAD
4238	RIMS1	1	RPH3A
4239	RIMS1	1	YWHAH
4240	RAB3A	1	RIMS1
4241	RIMS1	1	RAB3A
4242	RIMS1	1	UNC13B
4243	SYT1	1	RIMS1
4244	RIMS1	1	SYT1
4245	RAPGEF4	1	RIMS1
4246	CREB1	1	GDNF
4247	PRKACA	1	GDNF
4248	PRKACA	1	CREB1
4249	MAP4K1	1	MAPK1
4250	RAF1	1	MAP4K1
4251	CALM1	1	ATP2B1
4252	HTR1A	1	GNAI3
4253	GNAQ	1	PLCB1
4254	RPS6KA1	1	CREB1
4255	MAPK1	1	MAPKAPK2
4256	PRKACA	-1	SYN1
4257	CAMK1	-1	SYN1
4258	MAPK1	-1	SYN1
4259	CDK5	1	SYN1
4260	VAV2	1	RAC1
4261	RAC1	1	VAV2
4262	CAMK2A	1	TIAM1
4263	PRKCA	1	TIAM1
4264	TIAM1	1	PRKCA
4265	GRB2	1	VAV2
4266	ZAP70	1	VAV2
4267	SRC	1	VAV2
4268	RASGRP3	1	NRAS
4269	PRKCA	1	RASGRP3
4270	NRAS	1	RALGDS
4271	RAP1A	1	RALGDS
4272	ABL1	1	GRB2
4273	GRB2	1	ABL1
4274	NLGN1	1	DLG4
4275	CALM3	1	NOS1
4276	CALM1	1	NOS1
4277	CALM2	1	NOS1
4278	CREM	-1	KCNIP3
4279	KCNIP3	1	CREB1
4280	MAPK14	1	RPS6KA5
4281	RPS6KB1	1	CREM
4282	MINK1	1	MAPK14
4283	MAPK14	1	CARD14
4284	MAPK1	1	CARD14
4285	CARD14	1	EIF4E
4286	TCF7	1	SRF
4287	MAPK1	1	ELK1
4288	CREBBP	1	JUN
4289	CREBBP	1	ELK1
4290	CREBBP	-1	TCF7
4291	CALM3	1	CAMK4
4292	CALM1	1	CAMK4
4293	CAMK4	1	CALM1
4294	CALM2	1	CAMK4
4295	CALM3	1	ADCY1
4296	CALM1	1	ADCY1
4297	CALM2	1	ADCY1
4298	CALM3	1	PPP3R1
4299	CALM1	1	PPP3R1
4300	CALM2	1	PPP3R1
4301	GNB2	1	PLCB1
4302	CAMK4	1	CREB1
4303	CHRM2	1	GNAI3
4304	NRAS	1	PIK3CA
4305	GNB2	1	PIK3CA
4306	IRS1	1	GRB2
4307	GRB2	1	IRS1
4308	SHC1	1	GRB2
4309	GRB2	1	SHC1
4310	IRS1	1	NCK1
4311	PRKCA	-1	GRIN2A
4312	SSTR1	1	GNAI3
4313	SSTR1	1	GNAO1
4314	SSTR2	1	SH3KBP1
4315	DRD1	1	GNAS
4316	DRD1	1	GNAI3
4317	SSTR2	1	GNAO1
4318	SSTR2	1	GNAI3
4319	HTR2A	1	GNAQ
4320	PTAFR	1	GNAO1
4321	PTAFR	1	GNAQ
4322	CHRM1	1	GNAQ
4323	CHRM2	1	GNAO1
4324	CHRM1	1	GNA11
4325	GNA13	1	PTK2B
4326	PDPK1	1	RPS6KA1
4327	GRB2	1	KHDRBS2
4328	HTR4	1	GNAS
4329	DRD2	1	GNAI3
4330	PRKACA	-1	PLCG1
4331	GRM1	1	GNA11
4332	SH3KBP1	-1	RBP1
4333	RBP1	1	SHC1
4334	RBP1	1	GRB2
4335	PRKACA	1	NFKB1
4336	MAPK1	1	CREBBP
4337	PPP3R1	1	NFATC1
4338	BCAP31	-1	CASP8
4339	BCAP31	1	BCL2
4340	BCAP31	1	BCL2L1
4341	BID	1	COX5B
4342	BAX	1	COX5B
4343	ANP32A	1	APAF1
4344	SEC63	1	HSPA5
4345	FYN	1	GRIN2A
4346	SRC	1	GRIN2A
4347	CAPN1	-1	GRIN2A
4348	DLG4	1	GRIN2A
4349	FYN	1	CTNNB1
4350	FER	1	CTNNB1
4351	CTNNB1	1	FER
4352	DRD2	1	GNAO1
4353	PAK1	1	ARHGEF7
4354	ARHGEF7	1	PAK1
4355	ARHGEF7	1	ARHGAP1
4356	RAC1	1	ARHGEF7
4357	ARHGEF7	1	RAC1
4358	CDC42	1	ARHGEF7
4359	ARHGEF7	1	CDC42
4360	ARHGAP1	1	ROCK2
4361	YWHAH	-1	CFL1
4362	LIMK1	1	PAK1
4363	PAK1	1	LIMK1
4364	ROCK2	1	LIMK1
4365	PRKACA	1	ITPR1
4366	PRKCA	-1	NOS1
4367	CAMK2A	1	NOS1
4368	CAMK4	-1	NOS1
4369	PRKACA	-1	NOS1
4370	EEF2K	-1	EEF2
4371	CALM3	1	EEF2K
4372	CALM1	1	EEF2K
4373	CALM2	1	EEF2K
4374	RPS6KA1	-1	EEF2K
4375	RPS6KB1	-1	EEF2K
4376	L1CAM	1	EZR
4377	FYN	1	PTK2
4378	PTK2	1	FYN
4379	RPH3A	1	RAB3A
4380	PRKACA	1	RPH3A
4381	CAMK2A	1	RPH3A
4382	SRC	1	BCAR1
4383	BCAR1	1	SRC
4384	CRK	1	BCAR1
4385	BCAR1	1	CRK
4386	CRK	1	RAPGEF1
4387	RAPGEF1	1	CRK
4388	RAPGEF1	1	RAP1A
4389	RAP1A	1	BRAF
4390	ABL1	1	PAK1
4391	PAK1	1	ABL1
4392	ADORA1	1	GNAI3
4393	ABL1	1	VAV2
4394	ADRA1A	1	GNAQ
4395	ADRA1A	1	GNA11
4396	ADRA2A	1	GNAI3
4397	ADRA2A	1	GNAO1
4398	PRKCA	1	ABL1
4399	ABL1	1	TP53BP1
4400	MAP3K2	1	MAPK1
4401	BRAF	1	MAP4K1
4402	BRAF	1	YWHAH
4403	YWHAH	1	BRAF
4404	RAP1A	1	RAF1
4405	AKAP5	1	PRKACA
4406	LCK	1	RAF1
4407	PRKACA	1	RAP1A
4408	PRKACA	-1	CAMKK2
4409	CAMKK2	1	CAMK1
4410	CALM3	1	CAMKK2
4411	CALM1	1	CAMKK2
4412	CALM2	1	CAMKK2
4413	CAMK2A	1	CREB1
4414	CAMK1	1	CREB1
4415	LAMTOR3	1	MAP4K1
4416	LAMTOR3	1	MAPK1
4417	MAP3K14	1	MAP3K1
4418	MAP3K14	1	NCK1
4419	MAPK8IP1	1	DLK1
4420	MAP3K3	1	MAP4K3
4421	MAP3K4	1	MAP4K3
4422	MAP3K4	1	MINK1
4423	PRKCA	1	PPP1R14A
4424	PPP1R14A	-1	PPP1R12B
4425	PKN1	1	PPP1R14A
4426	ILK	1	PPP1R14A
4427	ROCK2	1	PPP1R14A
4428	VDAC2	1	BAK1
4429	MAPK8	1	BCL2L11
4430	MAP4K3	1	MAPK14
4431	RAC1	1	ARHGEF2
4432	ARHGEF2	1	RAC1
4433	ARHGEF2	1	ARHGAP1
4434	MAPK8IP1	1	MAP2K4
4435	ARRB1	1	FZD1
4436	CSNK1G1	1	DVL1
4437	DVL1	1	F2R
4438	SRC	-1	ARRB1
4439	ARRB1	1	SRC
4440	RAPGEF2	1	RAP1A
4441	RAPGEF2	1	RAP2A
4442	CALM1	-1	RAB3A
4443	PRKCA	-1	DNM1
4444	PRKCA	1	MARCKS
4445	MARCKS	1	PRKCA
4446	PRKCA	1	GAP43
4447	GDI1	-1	RAB3A
4448	PRKCA	1	ADCY2
4449	GNAS	1	ADCY1
4450	PRKCA	1	ADCY5
4451	GNAS	1	ADCY5
4452	GNAS	1	ADCY2
4453	ADRB2	1	GNAS
4454	RHEB	1	RAF1
4455	GRB2	1	PTK2B
4456	PTK2B	1	GRB2
4457	PTK2B	-1	KCNA2
4458	STX3	1	KCNA1
4459	STX3	-1	CACNA1B
4460	SYT1	1	CACNA1C
4461	SYT1	1	CACNA1E
4462	CALM1	1	UNC13B
4463	CSNK1G1	1	TBR1
4464	CSNK1G1	1	ATP2B1
4465	PTPN11	1	GRB2
4466	PDGFRB	1	SH2B2
4467	SLC9A3R1	1	ADRB2
4468	PTPN11	-1	SPRY1
4469	SPRY1	-1	GRB2
4470	PXN	-1	PTPN11
4471	PTPN11	1	PXN
4472	CSK	1	PXN
4473	PXN	1	CSK
4474	CSK	1	PTK2
4475	PTK2	1	CSK
4476	SRC	1	CSK
4477	CSK	1	SRC
4478	PIK3CA	1	PTPN11
4479	PTPN11	1	PIK3CA
4480	CALM1	-1	GRIN2A
4481	ADORA2A	1	GNAS
4482	VAV2	1	ARHGAP1
4483	VAV2	1	CDC42
4484	ARHGEF1	1	ARHGAP1
4485	GNA12	1	ARHGEF1
4486	GNA13	1	ARHGEF1
4487	CYTH2	1	ARF1
4488	NRAS	1	BRAF
4489	PRKACA	1	BRAF
4490	PRKCA	1	PLAA
4491	MAPK1	1	PLAA
4492	MAPK14	1	PLAA
4493	ARHGAP1	1	CIT
4494	PRKG2	1	NOS1
4495	NRCAM	1	ANK1
4496	PTK2	-1	ACTN3
4497	BDKRB1	1	GNAQ
4498	BDKRB1	1	GNAI3
4499	BDKRB1	1	GNA11
4500	RASGRF1	1	NRAS
4501	RASGRF1	1	RAC1
4502	CAMK2A	1	RASGRF1
4503	CALM3	1	ITPR1
4504	CALM1	-1	ITPR1
4505	CALM2	-1	ITPR1
4506	DUSP10	-1	MAPK14
4507	RASA4	-1	NRAS
4508	CALM1	1	RASGRF1
4509	RAPGEF3	1	RAP1A
4510	CALM1	1	RIN1
4511	NRAS	1	RIN1
4512	RIN1	-1	NRAS
4513	YWHAH	-1	RIN1
4514	PRKD1	1	YWHAH
4515	PRKACA	1	GLRA1
4516	PRKCA	-1	GLRA1
4517	SRC	1	GLRA1
4518	SRC	1	GABRA1
4519	NTRK2	1	SHC1
4520	GSK3A	1	CREB1
4521	AKT1	-1	GSK3A
4522	GSK3A	-1	AKT1
4523	PPP2R5C	1	GSK3A
4524	SH3KBP1	1	JAK2
4525	GNA13	1	RDX
4526	PTAFR	1	GNAI3
4527	CAMK4	1	CREM
4528	WASF1	1	ARPC1B
4529	PRKG2	1	CD38
4530	RGS2	-1	GNA11
4531	RGS2	-1	GNAQ
4532	RGS2	-1	GNAI3
4533	MAPK1	1	KCND2
4534	IGF1R	1	VAV2
4535	AXIN1	1	GSK3A
4536	GSK3A	1	AXIN1
4537	GSK3A	-1	CTNNB1
4538	ANAPC1	-1	CTNNB1
4539	GSK3A	1	ANAPC1
4540	GNAI3	-1	ADCY2
4541	CREM	-1	CREB1
4542	GRB2	1	DNM1
