	source	interaction	target
3461	PDK4	-1	PDHA2
3462	NFKBIE	-1	NFKB1
3463	VIM	1	PAK1
3464	PAK1	1	VIM
3465	PDGFB	1	PDGFRB
3466	PEX12	1	PEX5
3467	CDH9	1	CTNNB1
3468	PKN1	1	RAF1
3469	PLK1	1	DVL2
3470	PLK1	1	TERF1
3471	PPM1A	-1	AXIN1
3472	PPM1D	-1	MAPK12
3473	PPP1CC	1	CDK9
3474	PPP2CA	1	RPS6KB1
3475	PPP2CB	-1	IKBKB
3476	PPP3CA	1	NFATC3
3477	PPP3CB	1	TFEB
3478	PRKACA	1	FXYD1
3479	PRKACA	1	KCNJ13
3480	PRKACA	-1	WT1
3481	PRKCA	1	CD5
3482	PRKCA	1	GRIN2B
3483	PRKCB	-1	MARCKS
3484	PRKCB	1	TOP2A
3485	PRKCD	1	ITGB2
3486	PRKDC	1	IRF3
3487	CDH7	1	CTNNB1
3488	CTDSPL	-1	SMAD1
3489	PTH	1	PTH2R
3490	PTPN1	-1	PDGFRB
3491	PTPN1	-1	ROS1
3492	PTPRC	-1	JAK2
3493	PTPRF	-1	RET
3494	PTPRJ	-1	LAT
3495	MMP2	-1	PZP
3496	PZP	-1	MMP2
3497	RAF1	-1	STK3
3498	RELA	1	SP1
3499	RNF8	1	UBE2N
3500	ROCK1	-1	ARHGAP35
3501	MRTFB	1	SRF
3502	RPS6KA5	-1	H2AC17
3503	S1PR2	1	GNAQ
3504	SARM1	1	TICAM1
3505	SDCBP	1	SOX4
3506	SKP2	1	MYC
3507	ANXA1	1	SRC
3508	SRC	1	ANXA1
3509	STAT1	-1	RELA
3510	SYK	1	BLNK
3511	TCL1B	1	AKT1
3512	TET3	1	OGT
3513	TNFRSF21	1	TRADD
3514	VTN	1	ITGA8_ITGB1
3515	ZIC3	1	GLI3
3516	MAP2K7	-1	FADD
3517	PPP2CB	-1	PRKCB
3518	CHUK	1	IRF7
3519	SMAD9	1	SMAD4
3520	DVL2	1	AXIN1
3521	AURKA	1	MBD3
3522	GNAI1	1	RAC1
3523	ATG14	1	PIK3C3
3524	BTK	1	PLCG2
3525	BUB1	1	BUB3
3526	BTRC	-1	SMAD4
3527	RASSF5	1	KRAS
3528	CASP1	1	PSEN2
3529	BTRC	-1	PDCD4
3530	CDK1	-1	EEF2K
3531	CDK1	1	MASTL
3532	CDK1	1	RANBP2
3533	MAPK13	1	TP53
3534	CDK2	1	MYBL2
3535	CDK2	1	SF3B1
3536	CDK4	-1	MYOD1
3537	PAK3	1	RAF1
3538	CDK6	1	CDKN1B
3539	CDK7	1	CDK1
3540	MAPK13	1	KRT8
3541	MAPK13	1	STMN1
3542	CSNK1D	1	DVL2
3543	CSNK2A1	-1	CARD9
3544	CSNK2A1	1	EIF5
3545	MAPK13	-1	PRKD1
3546	SMO	1	GNG2
3547	CSNK2A1	1	PIAS1
3548	CSNK2A1	-1	TTI1
3549	CSNK2A1	1	XRCC1
3550	SMO	1	GNB1
3551	PRKG1	1	SEPTIN3
3552	PRKACA	1	DYNLRB1
3553	CTDSPL	1	RB1
3554	CTNND1	1	CDH1
3555	PRKCA	-1	ITPKA
3556	DLL1	1	NOTCH3
3557	DUSP3	-1	EGFR
3558	CTNND1	1	EGFR
3559	EGFR	-1	CTNND1
3560	MARK2	1	PARD3
3561	EGFR	1	PIK3C2B
3562	EGFR	1	PIK3R1
3563	EP300	1	MYOD1
3564	EP300	1	SMAD1
3565	FSTL3	-1	MSTN
3566	KIT	-1	SLA
3567	PRKCA	1	GPM6A
3568	CFI	-1	C3
3569	MAPK13	-1	RCSD1
3570	ATXN7	-1	CRX
3571	FANCG	1	SPTAN1
3572	GSK3B	-1	NACA
3573	SELENOS	1	VCP
3574	IKBKB	-1	CDKN2A
3575	ILK	1	NACA
3576	PPM1D	-1	RPS6KA3
3577	PTK6	1	EPS8
3578	PPM1D	-1	MAPK14
3579	NXPH1	1	NRXN1
3580	PPP2CA	-1	PRKCB
3581	CCL2	1	CCR4
3582	PRKAA1	1	FOXO3
3583	PRKAA1	1	PFKFB2
3584	ULK1	-1	PRKAA1
3585	PRKAA1	1	ULK1
3586	PRKAA1	1	PIAS1
3587	PRKAA1	1	SNAI1
3588	PRKAA1	1	RAF1
3589	PRKAA1	1	GAPDH
3590	PRKAA1	1	TP53
3591	PRKAA1	-1	GLI1
3592	ANKRD11	1	TP53
3593	PRKCD	1	RPS3
3594	LRRK2	-1	MAPT
3595	LRRK2	1	MSN
3596	HDAC3	1	HDAC1
3597	SETBP1	1	SET
3598	SET	-1	PPP2CA
3599	BIRC5	1	XIAP
3600	CHEK1	-1	SYK
3601	CHEK1	1	BLM
3602	CHEK1	1	H3-3A
3603	CHEK1	-1	TLK2
3604	CHEK1	-1	PABIR1
3605	CHEK1	1	AURKB
3606	MARK2	-1	HDAC7
3607	SMAD7	1	TAB3
3608	CHUK	-1	FOXO3
3609	AKT1	1	COPS6
3610	GNAI2	-1	ADCY1
3611	IFNW1	1	IFNAR1_IFNAR2
3612	FYN	1	GRIN2B
3613	FYN	1	SLAMF1
3614	FYN	-1	CNN3
3615	FYN	-1	ITCH
3616	FYN	1	AGAP2
3617	FYN	1	MED28
3618	AKT1	-1	NR4A1
3619	AKT2	-1	AKT1S1
3620	AKT2	-1	GSK3A
3621	MOB1B	1	LATS2
3622	CASP7	1	PSEN2
3623	SOCS1	-1	JAK3
3624	SIK2	-1	CDK5R1
3625	PRKCQ	1	IRS1
3626	MAVS	1	STING1
3627	BTAF1	1	TBP
3628	SMURF1	1	RUNX2
3629	CAMK4	1	STMN1
3630	PDPK1	-1	AHCYL1
3631	PDPK1	1	ITGB3
3632	ABL1	1	TP63
3633	SRC	1	SH3PXD2A
3634	ULK1	1	DENND3
3635	MSX2	-1	DLX2
3636	DLX2	1	MSX2
3637	CD300LB	1	TYROBP
3638	AGTR1	1	GNAQ
3639	AHSA1	1	HSP90AA1
3640	AHSA1	1	HSP90AB1
3641	AKT1	-1	BRAF
3642	PDPK1	1	PRKCB
3643	CHEK1	1	NEK11
3644	CDK1	-1	UBXN2B
3645	CDK5	1	TPX2
3646	AKT2	-1	KHSRP
3647	GNA13	1	ARHGEF11
3648	BCL2L1	-1	CASP9
3649	FGFR2	1	PTEN
3650	PRKCB	-1	ORAI1
3651	SOCS3	-1	IRS1
3652	F2R	1	GNAI1
3653	FBN1	-1	EFEMP2
3654	AXIN1	1	SMAD7
3655	FN1	1	SDC4
3656	BMPR1A	1	BMPR1B
3657	FYN	1	CTLA4
3658	FYN	-1	MAPT
3659	MCL1	-1	BAX
3660	GNA13	1	RHOA
3661	GNGT1	1	PIK3CA
3662	GRK2	-1	SNCG
3663	GRK2	1	RPLP2
3664	CDK1	1	CDC25C
3665	CDC25C	1	CDK1
3666	GSK3B	-1	PTEN
3667	CDK1	1	PITPNM1
3668	CDK1	1	TP53
3669	CDK2	-1	CROCC
3670	CDK2	-1	MCM4
3671	HLA-G	1	KLRC1
3672	HMGB1	1	AGER
3673	CDK8	-1	E2F1
3674	IGF2	1	INSR
3675	MAP3K7	1	CHUK_IKBKB_IKBKG
3676	HTRA2	-1	PEA15
3677	JAK2	1	CCR2
3678	JAK2	1	ARHGEF1
3679	SEMA7A	1	ITGA1_ITGB1
3680	S1PR2	1	GNAI1
3681	S1PR2	1	GNA12
3682	S1PR2	1	GNA13
3683	EGFR	1	STAT5B
3684	COL2A1	1	ITGA10_ITGB1
3685	KLKB1	1	HGF
3686	MMP1	-1	COL2A1
3687	WNT1	1	FZD8
3688	WNT1	1	FZD3
3689	EFEMP2	1	ELN
3690	SPEN	-1	RBPJ
3691	S100A8	1	AGER
3692	DVL1	-1	APC
3693	PRKCG	1	CD5
3694	PRKCG	-1	NOS3
3695	PRKCG	1	GRIN2B
3696	PRKCG	1	OCLN
3697	PRKCG	1	APTX
3698	EDN1	1	EDNRB
3699	ICAM1	1	ITGAX
3700	JUN	1	SMAD4
3701	PRKCB	1	RAF1
3702	PRKCB	1	ANXA1
3703	PRKCB	1	TYR
3704	PRKCB	-1	TNNI3
3705	PRKCB	1	TFEB
3706	PRKCB	1	CHAT
3707	PRKCB	1	PSEN1
3708	PRKCB	-1	GSK3A
3709	EGFR	1	GAB1
3710	EGFR	1	HGS
3711	PRKCB	1	EEF1A1
3712	EGFR	1	PTK2
3713	PRKCB	1	EEF1A2
3714	EGFR	1	STAT1
3715	PRKCB	-1	MEP1B
3716	HPN	1	F7
3717	INSR	1	PIK3R1
3718	INSR	1	SHC1
3719	INSR	1	PTK2
3720	INSR	1	GAB1
3721	LCK	1	CD3E
3722	LCK	1	CD3G
3723	LCK	1	VAV1
3724	LCK	1	ACP1
3725	LCK	1	NFKBIA
3726	LCK	1	MAPK3
3727	MAPK3	1	LCK
3728	LCK	1	SIGLEC10
3729	LCK	1	DOK1
3730	LCK	-1	FOXP3
3731	LCK	1	MED28
3732	LCK	1	DEF6
3733	LCK	1	SH2D2A
3734	LCK	1	DAPP1
3735	LCK	1	SH2B3
3736	FYN	1	LAT
3737	FYN	1	TOM1L1
3738	FYN	1	CD5
3739	FYN	1	PTPRF
3740	PTPRF	1	FYN
3741	FYN	1	FCGR2A
3742	FYN	1	JUP
3743	ERBB2	1	ERBB4
3744	FYN	1	CBL
3745	FYN	1	TXK
3746	FYN	1	RPS6KA3
3747	FYN	-1	CNN1
3748	FYN	1	PGD
3749	FYN	1	LCP2
3750	FYN	1	GRB10
3751	FYN	-1	SCN5A
3752	FYN	1	ITPR1
3753	FYN	1	MAPK14
3754	RB1	-1	UBTF
3755	CDK1	-1	DDX3X
3756	CDK1	-1	SUN1
3757	CDK1	1	PTTG1
3758	CDK1	-1	TK1
3759	CDK1	-1	NPM1
3760	NPM1	1	CDK1
3761	CDK1	-1	PTHLH
3762	CDK1	-1	MYOD1
3763	CDK1	1	NME1
3764	CDK1	1	RPA2
3765	CDK1	1	RCC1
3766	CDK1	1	RPS6KB1
3767	CDK1	-1	PML
3768	CDK1	1	CDC27
3769	CDK1	1	DUT
3770	CDK1	1	SREBF1
3771	CDK1	1	RANGAP1
3772	CDK1	-1	IREB2
3773	CDK1	1	FOXK2
3774	CDK1	1	RUNX1
3775	CDK1	-1	PRDX1
3776	CDK1	1	KHDRBS1
3777	CDK1	-1	MCL1
3778	CDK1	1	FOXM1
3779	F2	1	LRP1
3780	CDK1	1	ORC1
3781	CDK1	1	SQSTM1
3782	CDK1	-1	EIF4EBP1
3783	CDK1	-1	SLBP
3784	CDK1	1	KIF22
3785	CDK1	-1	NUMA1
3786	CDK1	-1	EZH2
3787	CDK1	1	ERCC6L
3788	CDK1	-1	CEP55
3789	CDK1	1	SGO1
3790	CDK1	-1	REPS2
3791	CDK1	1	TSC1
3792	CDK1	1	RAD9A
3793	CDK1	1	ECT2
3794	CDK1	-1	NSFL1C
3795	CDK1	1	NINL
3796	CDK1	-1	SAMHD1
3797	CDK1	1	USP16
3798	SOS2	1	KRAS
3799	FGA	1	ITGAX
3800	TNK2	1	AKT1
3801	CAPN1	1	F2R
3802	ADRB2	1	GNA14
3803	HSP90AA1	1	TGFBR1
3804	YES1	-1	CDK4
3805	LYN	1	RGS16
3806	LYN	1	PPP1R15A
3807	LYN	1	HCLS1
3808	LYN	1	CD19
3809	CD19	1	LYN
3810	LYN	1	SLAMF1
3811	LYN	1	MAP4K1
3812	LYN	1	PAG1
3813	RET	1	MAPK3
3814	RET	1	PTK2
3815	PTK2	1	RET
3816	RET	1	MAPK14
3817	ELANE	-1	SERPIND1
3818	SYP	1	VAMP2
3819	MMP2	1	TGFB1
3820	CTSG	1	F2R
3821	FYN	1	CDK5
3822	FYN	1	FYB1
3823	MET	1	GRB2
3824	FYN	1	PLCG2
3825	CFH	1	CFI
3826	FYN	1	VAV1
3827	HCK	1	WAS
3828	HCK	1	ADAM15
3829	FZD2	1	LRP6
3830	GABARAP	1	TBC1D25
3831	ADRA2A	1	GNAI1
3832	MMP7	1	DCN
3833	WNT2	1	LRP5
3834	CCL3	1	CCR2
3835	GPI	1	AMFR
3836	PTPRF	1	LCK
3837	PTPRF	1	LRRC4B
3838	KIT	1	PIK3R1
3839	KIT	1	STAT1
3840	FGF6	1	FGFR4
3841	IRF1	1	IRF8
3842	RALA	1	FOXO4
3843	BCR	1	YWHAQ
3844	PIM1	1	MYC
3845	PIM1	-1	MARK3
3846	PIM1	1	SKP2
3847	FGFR1	-1	SYNCRIP
3848	FGFR1	1	LDHA
3849	FGFR1	1	BCAR1
3850	FGFR1	1	PDK1
3851	GNAT1	1	PDE6G
3852	CDK4	1	RB1
3853	CDK4	1	RBL1
3854	CDK4	-1	SMAD3
3855	CDK4	1	FOXM1
3856	CDK4	-1	RUNX3
3857	CDK4	1	CELF1
3858	CDK4	-1	RASSF1
3859	PCNA	-1	NCR2
3860	PYY	1	NPY5R
3861	SKIL	-1	SMAD1
3862	SRC	1	IKBKB
3863	SRC	1	GAK
3864	SRC	1	PLSCR1
3865	SRC	1	SPRY2
3866	SRC	1	PIP5K1C
3867	SRC	1	CTNND1
3868	SRC	1	DAB1
3869	SRC	1	CELF2
3870	SRC	1	ENO1
3871	SRC	1	IGF1R
3872	SRC	1	VIL1
3873	SRC	1	KIT
3874	SRC	1	JUP
3875	SRC	1	UGT2B7
3876	SRC	-1	GJA1
3877	SRC	-1	VCL
3878	SRC	1	KCNA3
3879	SRC	1	NFKBIA
3880	SRC	1	EPHA2
3881	SRC	1	PTPN6
3882	PTPN6	1	SRC
3883	SRC	1	AKT1
3884	GZMB	1	IGF2R
3885	SRC	1	CTNNB1
3886	SRC	1	NOS2
3887	SRC	1	STAT5A
3888	SRC	1	TXK
3889	SRC	-1	CDKN1B
3890	HCK	1	CBL
3891	SRC	1	CAV2
3892	HCK	1	PLCG2
3893	HCK	1	STAT3
3894	SRC	-1	CHN2
3895	SRC	1	CLTC
3896	SRC	1	BTK
3897	SRC	1	LRP1
3898	SRC	1	GAB1
3899	SRC	1	PRKD1
3900	SRC	1	MYLK
3901	SRC	-1	PDCD6IP
3902	SRC	1	WASF1
3903	SRC	1	STAP2
3904	SRC	1	BAIAP2L1
3905	SRC	1	FBXO5
3906	TDGF1	-1	TGFB1
3907	PRKAR2A	-1	PRKACB
3908	ADRB3	1	GNAL
3909	ADRB3	1	GNAS
3910	TRIM27	-1	PIK3C2B
3911	DRD2	1	GNAI1
3912	HRAS	1	PIK3CD
3913	HRAS	1	PIK3CA
3914	HRAS	1	PIK3CB
3915	HSP90AA1	1	AR
3916	HSP90AA1	1	NOS3
3917	HSPA1B	1	NOD2
3918	PVR	1	TIGIT
3919	HSPG2	1	PTPRS
3920	CD19	1	VAV1
3921	CD19	1	PIK3R1
3922	NME1	-1	KSR1
3923	CHN1	-1	RAC1
3924	CHN1	1	CDK5R1
3925	IDE	-1	INS
3926	ITGB4	1	PIK3CG
3927	PDGFRA	1	SRC
3928	PECAM1	1	CD38
3929	PPP3CB	1	NFATC1
3930	IGF1R	1	PIK3R1
3931	PPP3CB	1	NFATC2
3932	CLU	1	LRP2
3933	MBL2	1	MASP2
3934	IKBKB	-1	IRS1
3935	PRKCA	1	DLX3
3936	PRKCA	-1	NFATC1
3937	PRKCA	1	TP53
3938	PRKCA	-1	HMGN2
3939	PRKCA	1	PLEK
3940	PRKCA	-1	MET
3941	PRKCA	1	VIM
3942	EPB41	1	NUMA1
3943	PRKCA	-1	KIT
3944	PRKCA	1	CFTR
3945	PRKCA	1	F3
3946	PRKCA	1	NCF1
3947	PRKCA	-1	MYOD1
3948	PRKCA	-1	GJA1
3949	PRKCA	1	CTPS1
3950	PRKCA	1	TNNI3
3951	PRKCA	-1	MYL9
3952	PRKCA	1	SHC1
3953	INSR	1	CBL
3954	CBL	1	INSR
3955	PRKCA	1	SDC2
3956	PRKCA	-1	ADD2
3957	PRKCA	1	CDKN1A
3958	PRKCA	1	IQGAP1
3959	PRKCA	1	PLA2G4A
3960	INSR	1	PTPN6
3961	PTPN6	1	INSR
3962	PRKCA	-1	SLC6A9
3963	PRKCA	1	PSEN1
3964	PRKCA	-1	RGS7
3965	PRKCA	1	CDKN2D
3966	PRKCA	1	SNAP25
3967	PRKCA	1	PTPN12
3968	PRKCA	1	PTPN11
3969	PTPN11	1	PRKCA
3970	PRKCA	1	KCNMA1
3971	PRKCA	1	PLD1
3972	PRKCA	1	PDE3A
3973	PRKCA	1	OCLN
3974	PRKCA	-1	DGKD
3975	PRKCA	1	NRGN
3976	PRKCA	-1	CREBBP
3977	PRKCA	-1	EGLN2
3978	ITGAM	1	ICAM1
3979	PRKCA	-1	CYTH2
3980	ITGB1BP1	-1	ITGB1
3981	PRKACA	1	RGS13
3982	PRKACA	-1	CACNA1H
3983	PRKACA	1	SNAPIN
3984	PRKACA	1	ESR1
3985	PRKACA	-1	HMGCR
3986	PRKACA	-1	HMGN1
3987	PRKACA	1	TFAP2A
3988	PRKACA	1	FYN
3989	PRKACA	1	TH
3990	PRKACA	-1	VIM
3991	PRKACA	-1	ALOX5
3992	PRKACA	-1	GLI2
3993	JAK2	1	EGFR
3994	JAK2	-1	EZH2
3995	PRKACA	-1	SLC2A2
3996	PRKACA	1	CFTR
3997	PRKACA	-1	GYS1
3998	PRKACA	-1	STMN1
3999	PRKACA	1	TAL1
4000	PRKACA	1	TPH1
4001	PRKACA	-1	TBXA2R
4002	PRKACA	-1	APC
4003	PRKACA	1	GRK2
4004	PRKACA	-1	PTBP1
4005	PRKACA	1	PLN
4006	PRKACA	-1	MC4R
4007	PRKACA	-1	PTPN7
4008	PRKACA	-1	IRS1
4009	PRKACA	-1	SREBF1
4010	PRKACA	1	ETV1
4011	PRKACA	1	VASP
4012	VASP	1	PRKACA
4013	PRKACA	1	GMFB
4014	PRKACA	1	RAP1B
4015	PRKACA	1	RHOA
4016	PRKACA	1	YWHAZ
4017	PRKACA	-1	SPTBN1
4018	PRKACA	-1	PLCB3
4019	PRKACA	1	LRP1
4020	PRKACA	1	SRSF1
4021	PRKACA	1	PPP1R8
4022	PRKACA	1	CBX3
4023	PRKACA	-1	KCNJ12
4024	PRKACA	1	PPP2R5D
4025	PRKACA	1	MYBPC3
4026	PRKACA	-1	LRRK2
4027	PRKACA	-1	TENT2
4028	PRKACA	1	TPH2
4029	KLKB1	1	MST1
4030	PRKACA	-1	KCNN2
4031	PRKACA	1	ARPP21
4032	KRAS	1	PIK3CD
4033	KRAS	1	PIK3CG
4034	PRKACA	1	NCOA3
4035	CAPN2	-1	F2RL1
4036	PTPN2	-1	EGFR
4037	LAT	1	GRB2
4038	LATS1	-1	WWTR1
4039	LCK	1	ADAM15
4040	DDX5	1	AR
4041	LCK	1	LCP2
4042	LCK	1	PTEN
4043	LCK	1	PRKCQ
4044	PTPN1	1	STAM2
4045	PTPN1	-1	GHR
4046	PTPN1	-1	PTK2
4047	EGR1	1	PITX1
4048	PDE6G	1	PDE6A
4049	CDH2	1	CTNNB1
4050	CDH2	1	CDON
4051	PRKCA	1	PLCG1
4052	PLCG1	1	PRKCA
4053	PLCG1	1	SOS1
4054	LTA	1	LTBR
4055	EIF2AK2	-1	CDK1
4056	LYN	1	FCGR2B
4057	LYN	1	PLCG2
4058	MAF	-1	MYB
4059	MAF	-1	ETS1
4060	CSNK2A2	1	WAS
4061	CSNK2A2	-1	AQP4
4062	CSNK2A2	1	BID
4063	CSNK2A2	1	IL16
4064	CSNK2A2	1	CDC37
4065	CSNK2A2	1	TCF7L2
4066	CSNK2A2	1	PPP1R1B
4067	CSNK2A2	1	GTF2A1L
4068	MAP3K10	-1	TCF3
4069	FST	-1	MSTN
4070	FST	-1	INHBA
4071	TNFRSF1B	1	TRAF1
4072	RAB4A	1	RUFY1
4073	CAPN3	1	GSK3A
4074	TACR2	1	GNA14
4075	S1PR1	1	GNAI1
4076	MAPK14	-1	FGFR1
4077	TNFAIP3	-1	RIPK1
4078	TAF1	1	TP53
4079	TAF1	1	GTF2A1
4080	DRD1	1	GNAL
4081	TBXA2R	1	GNA13
4082	FGFR2	1	GRB2
4083	ERBB3	1	GRB2
4084	CDH3	1	CTNNB1
4085	ENPP1	-1	INSR
4086	FGFR4	1	STAT3
4087	FGFR4	1	FRS2
4088	PRKACA	1	NOLC1
4089	PRKACA	-1	POLD3
4090	PRKACA	-1	PTPRR
4091	PRKACA	1	STK11
4092	PRKACA	1	AANAT
4093	PRKACA	1	CA9
4094	PRKACG	1	BAD
4095	CBL	-1	ERBB2
4096	PRKACB	1	MYBPC3
4097	PRKACB	-1	TENT2
4098	RPS6KB1	1	PFKFB2
4099	RPS6KB1	1	ESR1
4100	RPS6KB1	1	IRS1
4101	RPS6KB1	1	RICTOR
4102	RPS6KB1	-1	DEPTOR
4103	MAPK1	1	MAPKAPK5
4104	RPS6KB1	-1	TP63
4105	IL2RB	1	JAK1
4106	JAK1	1	IL2RB
4107	MAPK1	1	PDE4D
4108	PTPRB	-1	INSR
4109	PTPRB	-1	MET
4110	PTPRB	-1	GHR
4111	PTPRE	-1	INSR
4112	PTPRE	1	SRC
4113	PTPRE	-1	MAPK1
4114	PRKACA	-1	IMMT
4115	PRKACA	-1	NOXA1
4116	PRKACA	1	CAMKK1
4117	PRKACA	1	RYR2
4118	PTPRG	1	INSR
4119	PTPRG	1	PDGFRA
4120	PTPRG	-1	SHC1
4121	PTPRG	-1	KDR
4122	MAPK1	1	RPS6KB1
4123	PTPRG	1	ZAP70
4124	PTPRG	-1	LIMK1
4125	PRTN3	1	F2R
4126	BCL3	1	HDAC1
4127	PRTN3	-1	F2RL1
4128	EDNRB	1	GNA14
4129	EDNRB	1	GNAI1
4130	ACP1	-1	AKT1
4131	PRKCH	1	PRKD1
4132	PRKCH	1	PRKD2
4133	CDK2	1	CHEK1
4134	CDK2	1	NR3C1
4135	CDK2	-1	TK1
4136	CDK2	-1	NPM1
4137	CDK2	1	PRKAR1A
4138	CDK2	1	NFYA
4139	CDK2	-1	ARID4A
4140	CDK2	-1	WEE1
4141	WEE1	1	CDK2
4142	CDK2	1	CDC25C
4143	CDK2	1	BRCA1
4144	CDK2	1	COIL
4145	CDK2	-1	SMAD3
4146	CDK2	1	RUNX1
4147	CDK2	-1	RBL2
4148	CDK2	-1	TFCP2
4149	CDK2	1	DLG1
4150	CDK2	1	CCDC6
4151	CDK2	1	USP37
4152	CDK2	-1	ZC3HC1
4153	CDK2	-1	SIRT2
4154	CDK2	1	PELP1
4155	CDK2	1	ATRIP
4156	CDK2	1	CDC6
4157	CDK2	1	RRN3
4158	CDK2	-1	FZR1
4159	HRH2	1	GNAL
4160	GRK2	-1	FPR1
4161	GRK2	-1	MC4R
4162	GRK2	1	SMO
4163	ADRA1D	1	GNA14
4164	TACR1	1	GNA14
4165	MAPK8	-1	STAT6
4166	TACR1	1	GNAQ
4167	PTAFR	1	GNA14
4168	F2R	1	GNAQ
4169	PTX3	1	CFH
4170	PTPN3	-1	GHR
4171	HMGB2	1	POU2F2
4172	PLN	-1	ATP2A2
4173	YWHAQ	-1	CDKN1B
4174	MAPK3	-1	MCRIP1
4175	MAPK3	-1	LAT
4176	MAPK3	-1	JAK2
4177	MAPK3	1	ESR1
4178	MAPK3	1	TP53
4179	MAPK3	1	JUN
4180	MAPK3	1	SP1
4181	MAPK3	1	BCL2
4182	MAPK3	-1	FGFR1
4183	MAPK3	1	NCF1
4184	MAPK3	1	TCF3
4185	MAPK3	1	STMN1
4186	MAPK3	-1	GJA1
4187	MAPK3	-1	POLR2A
4188	MET	1	PTK2
4189	MAPK3	1	MAPKAPK2
4190	MAPK3	-1	TOB1
4191	MIF	1	CD74
4192	MIF	1	CXCR2
4193	MAPK3	-1	SCNN1G
4194	MAPK3	-1	POU5F1
4195	MAPK3	1	PPARA
4196	MAPK3	1	TFCP2
4197	MAPK3	-1	PAK1
4198	MAPK3	1	GRB10
4199	MAPK3	1	IL16
4200	MAPK3	1	PCBP2
4201	MAPK3	1	MED1
4202	MAPK3	1	NCOA1
4203	MMP2	-1	HAPLN1
4204	MMP9	1	TGFB1
4205	MARK3	-1	CDC25C
4206	TMOD1	-1	TPM3
4207	HTR2C	1	GNAQ
4208	MAPK1	-1	FOXO3
4209	MAPK1	-1	TPPP
4210	MAPK1	1	ESR1
4211	MAPK1	1	TH
4212	MAPK1	1	SP1
4213	MAPK1	1	THRB
4214	MAPK1	-1	FGFR1
4215	MAPK1	1	ATF2
4216	MAPK1	1	TCF3
4217	MAPK1	1	STMN1
4218	MAPK1	-1	UBTF
4219	MAPK1	1	CAPN2
4220	MAPK1	1	CDKN1A
4221	MAPK1	-1	ETV3
4222	MAPK1	1	CDKN1B
4223	MAPK1	-1	SCNN1G
4224	MAPK1	1	RUNX1
4225	MAPK1	1	MCL1
4226	MAPK1	-1	KLC1
4227	MAPK1	1	SREBF2
4228	MAPK1	-1	TFCP2
4229	MAPK1	1	GRB10
4230	MAPK1	-1	PPP2R5C
4231	MAPK1	1	GAB1
4232	MAPK1	-1	EIF4EBP1
4233	MAPK1	1	IL16
4234	MAPK1	1	PCBP2
4235	MAPK1	1	NCOA1
4236	MAPK1	-1	SMAD1
4237	MAPK1	1	RSPH3
4238	MAPK1	1	ABI1
4239	NFKBIA	1	NFKB1_RELA
4240	MAPK1	-1	MRTFA
4241	MAPK1	1	DUSP16
4242	MAPK1	1	SPHK2
4243	MAPK1	1	PARVA
4244	MAPK1	-1	LIMA1
4245	ADORA2B	1	GNAL
4246	CCN2	1	LRP6
4247	PTPN6	-1	KIT
4248	PTPN6	-1	CSF2RB
4249	PTPN6	-1	KDR
4250	KDR	1	PLCG1
4251	AKT2	1	SRSF5
4252	PPP3CC	1	NFATC2
4253	PRKACA	-1	CACNG2
4254	CSNK1A1	-1	NFATC3
4255	MAPK9	-1	TOB1
4256	PRKCA	-1	ARHGDIB
4257	GSK3B	1	TP53
4258	CDK7	1	NR5A1
4259	PRKCG	-1	GJA1
4260	CDK9	1	POLR2A
4261	PRKCG	1	GRIA4
4262	CDK9	-1	SMAD1
4263	SMARCA4	1	SMARCC2
4264	SMARCA4	1	SMARCC1
4265	PRKCE	1	CHAT
4266	PRKCG	1	ARHGEF7
4267	PRKCG	1	GRK2
4268	PRKCG	-1	GSK3A
4269	PRKCH	-1	GSK3A
4270	PRKCH	-1	GSK3B
4271	PRKCI	-1	NOS3
4272	PRKCI	-1	NUMB
4273	RPS6KA3	1	KCNK3
4274	RPS6KA3	1	PFKFB2
4275	RPS6KA3	1	TH
4276	RPS6KA3	1	ATF4
4277	RPS6KA3	1	H3-3A
4278	BMX	1	PTK2
4279	BMX	1	RUFY1
4280	KPNA1	1	KPNB1
4281	RAP1GDS1	1	KRAS
4282	RAP1GDS1	1	RHOA
4283	JAK3	1	SIGLEC10
4284	MAP2K6	1	PAK6
4285	GTF2A2	1	TBP
4286	EFNA3	1	EPHA4
4287	HMGA2	-1	E4F1
4288	PLK1	-1	SUN1
4289	PLK1	1	TOP2A
4290	PLK1	1	TPT1
4291	PLK1	1	CLIP1
4292	PRKX	1	PKD1
4293	PLK1	-1	BRCA2
4294	PLK1	1	RAN
4295	PLK1	1	HSF1
4296	PLK1	1	MDM2
4297	PLK1	1	CENPU
4298	PLK1	-1	CENPQ
4299	PLK1	1	KIF2B
4300	PLK1	1	CDC6
4301	PLK1	1	RIOK2
4302	PLK1	1	RACGAP1
4303	PLK1	1	TOPORS
4304	PLK1	1	NINL
4305	PLK1	1	SUGT1
4306	MAPK12	1	SH3BP5
4307	PTH	1	PTH1R
4308	MAPK12	-1	CARM1
4309	MAPK10	1	APP
4310	MAPK10	1	JUN
4311	MAPK10	-1	STMN1
4312	MAPK10	1	HNRNPK
4313	MAPK10	-1	PPM1J
4314	MAPK10	-1	STMN2
4315	HAP1	1	NEUROD1
4316	PRKAA2	-1	ACACB
4317	PRKAA2	1	IKBKB
